,Bus_Route_Name,Bus_Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Available
3620,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 20:45:00,09h 10m,0 days 05:55:00,4.4,438.00,15
3621,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),0 days 22:15:00,08h 05m,0 days 06:20:00,4.1,599.00,21
3622,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Zingbus Plus,Scania A/C Semi Sleeper (2+2),0 days 21:10:00,09h 55m,0 days 07:05:00,4.2,361.00,30
3623,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 22:00:00,08h 40m,0 days 06:40:00,4.3,379.00,11
3624,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),0 days 22:16:00,07h 14m,0 days 05:30:00,4.0,500.00,49
3625,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Yolo Bus,VE A/C Seater / Sleeper (2+1),0 days 19:56:00,09h 04m,0 days 05:00:00,4.4,400.00,6
3626,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 19:30:00,09h 15m,0 days 04:45:00,4.3,430.00,8
3627,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 20:30:00,09h 15m,0 days 05:45:00,4.0,449.00,8
3628,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 19:45:00,09h 20m,0 days 05:05:00,4.3,449.00,6
3629,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,FlixBus,A/C Sleeper (2+1),0 days 22:00:00,08h 35m,0 days 06:35:00,4.5,814.00,7
3630,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),0 days 21:00:00,08h 55m,0 days 05:55:00,4.3,426.00,8
3631,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 21:15:00,08h 50m,0 days 06:05:00,3.9,448.00,17
3632,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),0 days 21:00:00,08h 20m,0 days 05:20:00,3.8,499.00,11
3633,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),0 days 20:45:00,08h 35m,0 days 05:20:00,3.6,499.00,11
3634,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,NueGo,Electric A/C Seater/Sleeper (2+1),0 days 22:45:00,09h 40m,0 days 08:25:00,3.4,632.00,27
3635,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),0 days 21:45:00,07h 30m,0 days 05:15:00,3.3,449.00,14
3636,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),0 days 23:05:00,08h 05m,0 days 07:10:00,3.1,617.00,32
3637,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),0 days 22:40:00,07h 50m,0 days 06:30:00,3.0,499.00,30
3638,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),0 days 21:30:00,08h 15m,0 days 05:45:00,3.0,499.00,37
3639,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),0 days 22:30:00,08h 20m,0 days 06:50:00,3.7,499.00,20
3640,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Everest Holidays,Volvo A/C Semi Sleeper (2+2),0 days 21:30:00,08h 30m,0 days 06:00:00,3.5,450.00,32
3641,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,SHRI BALAJII TRAVELS,Volvo A/C Semi Sleeper (2+2),0 days 21:00:00,09h 15m,0 days 06:15:00,0.0,4000.00,32
3642,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),0 days 22:30:00,08h 20m,0 days 06:50:00,2.8,499.00,34
3643,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),0 days 23:05:00,08h 50m,0 days 07:55:00,2.6,499.00,26
3644,Amritsar to Delhi,https://www.redbus.in/bus-tickets/amritsar-to-delhi,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),0 days 22:50:00,08h 25m,0 days 07:15:00,2.2,640.00,17
3645,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),0 days 20:30:00,06h 00m,0 days 02:30:00,4.5,2500.00,51
3646,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),0 days 23:30:00,06h 00m,0 days 05:30:00,4.5,2500.00,44
3647,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),0 days 23:30:00,09h 00m,0 days 08:30:00,4.5,2500.00,44
3648,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),0 days 20:00:00,11h 00m,0 days 07:00:00,4.5,2500.00,44
3649,Amritsar to Delhi Airport,https://www.redbus.in/bus-tickets/amritsar-to-delhi-airport,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),0 days 21:00:00,13h 00m,0 days 10:00:00,4.5,3300.00,25
3650,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),0 days 21:00:00,09h 20m,0 days 06:20:00,2.6,1130.00,35
3651,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),0 days 23:58:00,09h 00m,0 days 08:58:00,2.6,1130.00,38
3652,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),0 days 20:00:00,11h 45m,0 days 07:45:00,4.5,3300.00,47
3653,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),0 days 22:30:00,11h 45m,0 days 10:15:00,4.5,3850.00,42
3654,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),0 days 23:30:00,11h 45m,0 days 11:15:00,4.5,3300.00,39
3655,Delhi Airport to Jalandhar,https://www.redbus.in/bus-tickets/delhi-airport-to-jalandhar,Zingbus Plus,Scania A/C Semi Sleeper (2+2),0 days 19:50:00,10h 30m,0 days 06:20:00,4.3,773.00,18
3656,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),0 days 20:00:00,05h 30m,0 days 01:30:00,4.1,810.00,9
3657,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),0 days 20:00:00,05h 15m,0 days 01:15:00,3.4,666.00,19
3658,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),0 days 20:30:00,05h 20m,0 days 01:50:00,4.1,770.00,25
3659,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),0 days 20:40:00,05h 20m,0 days 02:00:00,3.4,858.00,30
3660,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),0 days 21:00:00,04h 30m,0 days 01:30:00,3.4,905.00,28
3661,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),0 days 20:05:00,05h 25m,0 days 01:30:00,0.0,810.00,20
3662,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),0 days 20:15:00,05h 15m,0 days 01:30:00,0.0,810.00,20
3663,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),0 days 20:35:00,05h 15m,0 days 01:50:00,0.0,810.00,21
3664,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,AMBIKA MISHRA TRAVELS,AC Sleeper (2+1),0 days 20:40:00,04h 30m,0 days 01:10:00,2.5,650.00,32
3665,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),0 days 20:45:00,05h 05m,0 days 01:50:00,0.0,810.00,22
3666,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Abhimanyu Tours and Travels,AshokLeyland Stile A/C,0 days 22:20:00,03h 30m,0 days 01:50:00,2.8,1200.00,5
3667,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Abhimanyu Tours and Travels,AshokLeyland Stile A/C,0 days 22:20:00,00h 40m,0 days 23:00:00,2.8,1200.00,3
3668,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 179321,Express Non AC Seater 2+3,0 days 10:00:00,04h 30m,0 days 14:30:00,4.2,229.00,42
3669,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 160781,Super Luxury Volvo AC Seater Pushback 2+2,0 days 10:00:00,04h 00m,0 days 14:00:00,4.5,460.00,37
3670,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 193432,Express Non AC Seater 2+3,0 days 10:00:00,05h 45m,0 days 15:45:00,4.2,226.00,41
3671,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 179320,Express Non AC Seater 2+3,0 days 10:15:00,04h 25m,0 days 14:40:00,4.2,229.00,42
3672,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 164138,Express Non AC Seater 2+3,0 days 10:30:00,04h 30m,0 days 15:00:00,4.2,229.00,42
3673,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 182944,Express Non AC Seater 2+3,0 days 11:15:00,04h 35m,0 days 15:50:00,4.2,229.00,42
3674,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 187798,Super Luxury Volvo AC Seater Pushback 2+2,0 days 11:55:00,03h 55m,0 days 15:50:00,4.5,460.00,36
3675,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 156405,Express Non AC Seater 2+3,0 days 12:00:00,04h 30m,0 days 16:30:00,4.2,229.00,42
3676,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 190537,Express Non AC Seater 2+3,0 days 12:30:00,04h 35m,0 days 17:05:00,4.2,229.00,42
3677,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 157455,Super Luxury Volvo AC Seater Pushback 2+2,0 days 13:00:00,04h 00m,0 days 17:00:00,4.2,460.00,32
3678,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 190571,Express Non AC Seater 2+3,0 days 13:25:00,04h 35m,0 days 18:00:00,4.2,229.00,42
3679,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 188046,Express Non AC Seater 2+3,0 days 14:15:00,04h 45m,0 days 19:00:00,4.2,229.00,42
3680,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 167049,Express Non AC Seater 2+3,0 days 14:30:00,04h 45m,0 days 19:15:00,4.2,229.00,42
3681,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 146140,Super Luxury Volvo AC Seater Pushback 2+2,0 days 14:46:00,04h 02m,0 days 18:48:00,4.1,460.00,37
3682,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 169078,NON AC Seater / Sleeper 2+1,0 days 15:00:00,04h 30m,0 days 19:30:00,4.5,302.00,37
3683,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 178737,Express Non AC Seater 2+3,0 days 15:30:00,04h 35m,0 days 20:05:00,4.2,229.00,42
3684,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 190572,Express Non AC Seater 2+3,0 days 16:15:00,04h 45m,0 days 21:00:00,4.2,229.00,42
3685,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 175650,Super Luxury Volvo AC Seater Pushback 2+2,0 days 16:30:00,04h 00m,0 days 20:30:00,4.2,460.00,37
3686,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,0 days 17:30:00,04h 00m,0 days 21:30:00,4.1,460.00,37
3687,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 190951,Express Non AC Seater 2+3,0 days 18:00:00,04h 30m,0 days 22:30:00,4.2,229.00,42
3688,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 193481,Express Non AC Seater 2+3,0 days 18:30:00,04h 30m,0 days 23:00:00,4.2,229.00,42
3689,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 187140,NON AC Seater / Sleeper 2+1,0 days 19:30:00,04h 00m,0 days 23:30:00,4.2,302.00,37
3690,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,0 days 20:00:00,03h 45m,0 days 23:45:00,4.4,460.00,37
3691,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 189473,NON AC Seater / Sleeper 2+1,0 days 21:00:00,04h 30m,0 days 01:30:00,4.2,302.00,37
3692,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 193596,Express Non AC Seater 2+3,0 days 22:30:00,03h 30m,0 days 02:00:00,4.2,229.00,42
3693,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 192299,Super Luxury Volvo AC Seater Pushback 2+2,0 days 23:00:00,03h 45m,0 days 02:45:00,4.3,458.00,37
3694,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RSRTC - 189583,NON AC Seater / Sleeper 2+1,0 days 23:59:00,03h 46m,0 days 03:45:00,4.1,302.00,37
3695,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,V k jain travels,NON A/C Seater/ Sleeper (2+1),0 days 09:00:00,04h 50m,0 days 13:50:00,3.0,330.00,24
3696,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,B R Travels,AC Sleeper (2+1),0 days 18:30:00,04h 30m,0 days 23:00:00,4.0,500.00,28
3697,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,V k jain travels,NON A/C Seater/ Sleeper (2+1),0 days 18:35:00,04h 50m,0 days 23:25:00,3.0,400.00,34
3698,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,FlixBus,A/C Sleeper (2+1),0 days 19:00:00,04h 50m,0 days 23:50:00,5.0,99.00,29
3699,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Chanakya Travels Agency,NON A/C Seater/ Sleeper (2+1),0 days 20:30:00,04h 45m,0 days 01:15:00,3.8,500.00,40
3700,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,SHRI VISHWAKARMA TRAVELS (KETU),A/C Sleeper (2+1),0 days 21:00:00,05h 30m,0 days 02:30:00,3.5,700.00,32
3701,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),0 days 21:16:00,05h 00m,0 days 02:16:00,3.5,400.00,29
3702,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jakhar Travels And Cargo,Non A/C Seater / Sleeper (2+1),0 days 21:45:00,06h 00m,0 days 03:45:00,3.6,400.00,50
3703,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jakhar Travels And Cargo,Non A/C Seater / Sleeper (2+1),0 days 22:15:00,04h 40m,0 days 02:55:00,3.6,450.00,36
3704,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Chouhan Tour and Travel,A/C Seater / Sleeper (2+2),0 days 22:26:00,04h 45m,0 days 03:11:00,3.5,650.00,33
3705,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Swagat Travels,A/C Seater / Sleeper (2+1),0 days 22:42:00,04h 08m,0 days 02:50:00,3.4,450.00,41
3706,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),0 days 22:45:00,04h 30m,0 days 03:15:00,3.3,500.00,34
3707,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Tiger Travels,A/C Seater / Sleeper (2+1),0 days 23:15:00,04h 30m,0 days 03:45:00,4.1,500.00,40
3708,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Bhagwati Travels and Tours,A/C Seater/Sleeper (2+1),0 days 23:30:00,04h 30m,0 days 04:00:00,4.0,400.00,42
3709,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Gorsiya Travels,A/C Seater / Sleeper (2+1),0 days 23:40:00,04h 35m,0 days 04:15:00,3.5,600.00,38
3710,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Shree Ganesh Travels,A/C Seater / Sleeper (2+1),0 days 23:55:00,04h 35m,0 days 04:30:00,3.3,400.00,38
3711,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jakhar Travels And Cargo,A/C Sleeper (2+1),0 days 23:59:00,04h 01m,0 days 04:00:00,3.6,600.00,27
3712,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),0 days 23:59:00,04h 16m,0 days 04:15:00,3.3,600.00,38
3713,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON AC Seater / Sleeper 2+1,0 days 11:00:00,04h 30m,0 days 15:30:00,2.5,330.00,36
3714,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Pooja Paraswnath Travels,NON AC Seater / Sleeper 2+1,0 days 12:00:00,04h 20m,0 days 16:20:00,2.3,400.00,25
3715,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,A/C Seater / Sleeper (2+1),0 days 14:00:00,04h 00m,0 days 18:00:00,2.5,430.00,39
3716,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON AC Seater / Sleeper 2+1,0 days 14:30:00,04h 15m,0 days 18:45:00,2.5,330.00,42
3717,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Salasar vaishnav travels,A/C Seater / Sleeper (2+1),0 days 14:30:00,05h 30m,0 days 20:00:00,0.0,500.00,35
3718,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,M R Travels,A/C Seater / Sleeper (2+1),0 days 14:30:00,04h 45m,0 days 19:15:00,1.2,550.00,31
3719,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Choudhary travels and cargo,A/C Seater / Sleeper (2+1),0 days 15:00:00,04h 30m,0 days 19:30:00,1.9,600.00,25
3720,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,AC Sleeper (2+1),0 days 15:00:00,04h 10m,0 days 19:10:00,2.5,650.00,32
3721,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,M R Travels,A/C Seater / Sleeper (2+1),0 days 15:30:00,04h 30m,0 days 20:00:00,1.2,500.00,33
3722,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON AC Seater / Sleeper 2+1,0 days 15:30:00,05h 00m,0 days 20:30:00,2.5,350.00,42
3723,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON A/C Sleeper (2+1),0 days 16:00:00,05h 10m,0 days 21:10:00,2.5,700.00,30
3724,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jain travels regd,NON AC Seater/ Sleeper (2+1),0 days 17:00:00,05h 55m,0 days 22:55:00,2.5,330.00,42
3725,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),0 days 18:15:00,04h 30m,0 days 22:45:00,1.0,500.00,40
3726,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,M R Travels,NON A/C Seater/ Sleeper (2+1),0 days 18:30:00,05h 10m,0 days 23:40:00,1.2,450.00,39
3727,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RR Travels,A/C Seater / Sleeper (2+1),0 days 18:55:00,06h 20m,0 days 01:15:00,2.2,324.00,38
3728,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,RR Travels,A/C Seater / Sleeper (2+1),0 days 18:55:00,06h 20m,0 days 01:15:00,2.2,463.00,41
3729,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),0 days 19:00:00,06h 30m,0 days 01:30:00,1.0,430.00,36
3730,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 185141,Super Luxury Volvo AC Seater Pushback 2+2,0 days 10:15:00,03h 15m,0 days 13:30:00,2.8,424.00,22
3731,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 187274,Express Non AC Seater 2+3,0 days 10:20:00,04h 10m,0 days 14:30:00,3.8,211.00,42
3732,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 190506,Express Non AC Seater 2+3,0 days 10:25:00,04h 25m,0 days 14:50:00,3.8,211.00,42
3733,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 190552,Express Non AC Seater 2+3,0 days 10:30:00,04h 55m,0 days 15:25:00,3.8,211.00,42
3734,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 193343,Semi Deluxe Non AC Seater 2+2,0 days 10:45:00,04h 00m,0 days 14:45:00,3.8,230.00,35
3735,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 172902,Express Non AC Seater 2+3,0 days 11:00:00,04h 05m,0 days 15:05:00,3.8,211.00,41
3736,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 193585,Express Non AC Seater 2+3,0 days 11:05:00,04h 40m,0 days 15:45:00,3.8,211.00,42
3737,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 193052,Express Non AC Seater 2+3,0 days 11:09:00,04h 06m,0 days 15:15:00,3.8,211.00,42
3738,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 144042,Super Luxury Volvo AC Seater Pushback 2+2,0 days 11:10:00,03h 25m,0 days 14:35:00,3.6,424.00,33
3739,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 189125,Express Non AC Seater 2+3,0 days 11:15:00,04h 15m,0 days 15:30:00,3.8,211.00,42
3740,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 193774,Semi Deluxe Non AC Seater 2+2,0 days 11:20:00,04h 25m,0 days 15:45:00,0.0,230.00,35
3741,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 192956,Express Non AC Seater 2+3,0 days 11:30:00,04h 00m,0 days 15:30:00,3.8,211.00,42
3742,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 193404,Express Non AC Seater 2+3,0 days 11:30:00,16h 00m,0 days 03:30:00,3.8,211.00,42
3743,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 163505,Express Non AC Seater 2+3,0 days 11:40:00,04h 10m,0 days 15:50:00,3.8,211.00,42
3744,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 168095,Express Non AC Seater 2+3,0 days 11:50:00,04h 05m,0 days 15:55:00,3.8,211.00,46
